word,count,auto_pronunciation,manual_pronunciation,status,notes
kid́hár,1,kidhaar,,auto,
kimásiidagaha,1,kimaasiidagaha,,auto,
Kiśáńgaiṋj,1,Kishaańgaiṋj,,auto,
Kiśańganj,1,Kishańganj,,auto,
kitáb,1,kitaab,,auto,
klás,1,klaas,,auto,
kláser,1,klaaser,,auto,
Klesántika,1,Klesaantika,,auto,
Kliśt́akliśt́á,1,Klishtaklishtaa,,auto,
Kliśt́áKliśt́á,1,KlishtaaKlishtaa,,auto,
Koḿkanii,1,Komkanii,,auto,
koptá,1,koptaa,,auto,
Koráńasharif,1,Koraańasharif,,auto,
kot́hi,1,kothi,,auto,
KRÁNTI,1,KRaaNTI,,auto,
krdhátu,1,krdhaatu,,auto,
krkalása,1,krkalaasa,,auto,
Krśak,1,Krshak,,auto,
Krśd́adás,1,Krshdadaas,,auto,
krśibala,1,krshibala,,auto,
krśipańd́ita,1,krshipańdita,,auto,
Krśnánagare,1,Krshnaanagare,,auto,
Krśńanagarete,1,Krshńanagarete,,auto,
Krśńas-ya,1,Krshńas-ya,,auto,
krśńasár,1,krshńasaar,,auto,
Krśńasvarúpa,1,Krshńasvaroopa,,auto,
Krśńavijaya,1,Krshńavijaya,,auto,
krśnendus,1,krshnendus,,auto,
krtiká,1,krtikaa,,auto,
krttiká,1,krttikaa,,auto,
kryá,1,kryaa,,auto,
Kśará,1,kshaaraa,,auto,
kśaram,1,kshaaram,,auto,
KśatriyA,1,kshaatriyA,,auto,
Kśáya,1,kshaaaya,,auto,
Ksáyamás,1,Ksaayamaas,,auto,
kśiirasamudra,1,kshaiirasamudra,,auto,
kśiiya,1,kshaiiya,,auto,
Kśirakśirika,1,kshairakshairika,,auto,
kśullatáta,1,kshaullataata,,auto,
kśuradhárávat,1,kshauradhaaraavat,,auto,
kśuri,1,kshauri,,auto,
kúa,1,kooa,,auto,
kucchá,1,kucchaa,,auto,
kuiṋjarah,1,kuiṋjarah,,auto,
Kuiṋjavana,1,Kuiṋjavana,,auto,
kuiṋjii,1,kuiṋjii,,auto,
KUKSIIMÁ,1,KUKSIIMaa,,auto,
kuksiimá-leaf,1,kuksiimaa-leaf,,auto,
kuksimá,1,kuksimaa,,auto,
kúl,1,kool,,auto,
kúl-kin,1,kool-kin,,auto,
Kulakúńdalinii,1,Kulakoońdalinii,,auto,
kuláttha,1,kulaattha,,auto,
KULÁTTHA,1,KULaaTTHA,,auto,
kulupkát́hi,1,kulupkaathi,,auto,
Kumárajiiva,1,Kumaarajiiva,,auto,
Kumárii,1,Kumaarii,,auto,
Kumárt́ulii,1,Kumaartulii,,auto,
KUMŔÁ,1,KUMŔaa,,auto,
kuńd́alini,1,kuńdalini,,auto,
Kuńdálinii,1,Kuńdaalinii,,auto,
kuńthá,1,kuńthaa,,auto,
Kuńt́há,1,Kuńthaa,,auto,
Kúrmanád́ii,1,Koormanaadii,,auto,
Kuŕmun,1,Kuŕmun,,auto,
kuryám,1,kuryaam,,auto,
Kuryát,1,Kuryaat,,auto,
kusaḿskára,1,kusamskaara,,auto,
kushaerá,1,kushaeraa,,auto,
kusheruká,1,kusherukaa,,auto,
kushiár,1,kushiaar,,auto,
kushiyáŕa,1,kushiyaaŕa,,auto,
Kushmet́e,1,Kushmete,,auto,
KUŚMÁŃD́A,1,KUŚMaaŃDA,,auto,
Kust́hia,1,Kusthia,,auto,
Kusumsambhavá,1,Kusumsambhavaa,,auto,
Kut́hi,1,Kuthi,,auto,
kut́il,1,kutil,,auto,
kuvacakáh,1,kuvachakaah,,auto,
kyával,1,kyaaval,,auto,
lá-wárish,1,laa-waarish,,auto,
lábhd́,1,laabhd,,auto,
lad́akpan,1,ladakpan,,auto,
lád́d́us,1,laaddus,,auto,
laghushaḿká,1,laghushamkaa,,auto,
lágii,1,laagii,,auto,
lágiyá,1,laagiyaa,,auto,
láguchi,1,laaguchi,,auto,
Láhándei,1,Laahaandei,,auto,
Láheriyásarái,1,Laaheriyaasaraai,,auto,
láike,1,laaike,,auto,
lakśádhik,1,lakshaaadhik,,auto,
lakśamańa,1,lakshaamańa,,auto,
lakśana,1,lakshaana,,auto,
Lakśmiichaŕá,1,Lakshamiichaŕaa,,auto,
lalátalikhana,1,lalaatalikhana,,auto,
lálce,1,laalche,,auto,
lálii,1,laalii,,auto,
Lalitáditya,1,Lalitaaditya,,auto,
laŕiká,1,laŕikaa,,auto,
Laŕká,1,Laŕkaa,,auto,
laŕke,1,laŕke,,auto,
lárnd,1,laarnd,,auto,
lárned,1,laarned,,auto,
lat-ám,1,lat-aam,,auto,
latám,1,lataam,,auto,
latáyen,1,lataayen,,auto,
lát́hálát́hi,1,laathaalaathi,,auto,
láti,1,laati,,auto,
lat́ke,1,latke,,auto,
LÁU,1,LaaU,,auto,
LAVAUṊGA,1,LAVAUṊGA,,auto,
left́enyáńt́,1,leftenyaańt,,auto,
leḿŕa,1,lemŕa,,auto,
leruyá,1,leruyaa,,auto,
leshád,1,leshaad,,auto,
Liilábháva,1,Liilaabhaava,,auto,
Limpá,1,Limpaa,,auto,
LODHÁ,1,LODHaa,,auto,
Lokavyamohakáraka,1,Lokavyamohakaaraka,,auto,
Lokavyamohakárakah,1,Lokavyamohakaarakah,,auto,
Lot́á,1,Lotaa,,auto,
lrt́,1,lrt,,auto,
Luuṋgi,1,Luuṋgi,,auto,
Lyut́a,1,Lyuta,,auto,
má-táŕáno,1,maa-taaŕaano,,auto,
Mácántalá,1,Maachaantalaa,,auto,
Madálasa's,1,Madaalasa's,,auto,
Madálasollápamuv,1,Madaalasollaapamuv,,auto,
mádáṋ,1,maadaaṋ,,auto,
madbhaktáh,1,madbhaktaah,,auto,
Madhumálaiṋca,1,Madhumaalaiṋcha,,auto,
Madhumitá,1,Madhumitaa,,auto,
madhusára,1,madhusaara,,auto,
madhuvátá,1,madhuvaataa,,auto,
Madhvabháve,1,Madhvabhaave,,auto,
Madhyakapála,1,Madhyakapaala,,auto,
Madinápura,1,Madinaapura,,auto,
mádur,1,maadur,,auto,
mágadhii,1,maagadhii,,auto,
máhábhuta,1,maahaabhuta,,auto,
mahájan,1,mahaajan,,auto,
Mahájan,1,Mahaajan,,auto,
mahájaniiya,1,mahaajaniiya,,auto,
Mahákapála,1,Mahaakapaala,,auto,
Mahákavi,1,Mahaakavi,,auto,
mahámahopádhyáya,1,mahaamahopaadhyaaya,,auto,
Mahámaodagallan,1,Mahaamaodagallan,,auto,
MAHÁMÁYÁ,1,MAHaaMaaYaa,,auto,
Máhámáyámic,1,Maahaamaayaamic,,auto,
mahámopádhyaya,1,mahaamopaadhyaya,,auto,
mahánirvańa,1,mahaanirvańa,,auto,
maháparinirváńa,1,mahaaparinirvaańa,,auto,
mahapátaki,1,mahapaataki,,auto,
Mahápátakii,1,Mahaapaatakii,,auto,
MAHÁPÁTAKII,1,MAHaaPaaTAKII,,auto,
Mahápát́alii,1,Mahaapaatalii,,auto,
Mahápráńa,1,Mahaapraańa,,auto,
Maháprayáńa,1,Mahaaprayaańa,,auto,
mahápurush,1,mahaapurush,,auto,
mahápuśpa,1,mahaapushpa,,auto,
Mahárliińá,1,Mahaarliińaa,,auto,
Mahárliká,1,Mahaarlikaa,,auto,
Maharśis,1,Maharshis,,auto,
Mahásaḿghik,1,Mahaasamghik,,auto,
Mahásaḿghikas,1,Mahaasamghikas,,auto,
Maháshúnya,1,Mahaashoonya,,auto,
MAHÁSHÚNYA,1,MAHaaSHooNYA,,auto,
mahattvá,1,mahattvaa,,auto,
Mahavidyálaya,1,Mahavidyaalaya,,auto,
Maháviira's,1,Mahaaviira's,,auto,
maháviśuvákśa,1,mahaavishuvaakshaa,,auto,
mahávyáhuti,1,mahaavyaahuti,,auto,
Maháyánism,1,Mahaayaanism,,auto,
Maháyogi,1,Mahaayogi,,auto,
mahiidharaḿ,1,mahiidharam,,auto,
mahimá-siddhi,1,mahimaa-siddhi,,auto,
mahuyá,1,mahuyaa,,auto,
MAHUYÁ,1,MAHUYaa,,auto,
mait́,1,mait,,auto,
Májdiyá,1,Maajdiyaa,,auto,
májherhát́,1,maajherhaat,,auto,
mákaŕsá,1,maakaŕsaa,,auto,
mákhá,1,maakhaa,,auto,
Málákáravás,1,Maalaakaaravaas,,auto,
Málakha,1,Maalakha,,auto,
málkoca,1,maalkocha,,auto,
Mallálpur,1,Mallaalpur,,auto,
Málpáháŕii,1,Maalpaahaaŕii,,auto,
malpoá,1,malpoaa,,auto,
málpoá,1,maalpoaa,,auto,
Mám,1,Maam,,auto,
mámábábu,1,maamaabaabu,,auto,
mámananyábhák,1,maamananyaabhaak,,auto,
Mamánbhúm,1,Mamaanbhoom,,auto,
Mamáta,1,Mamaata,,auto,
MÁNA,1,MaaNA,,auto,
Máná,1,Maanaa,,auto,
Mana-Pradhána,1,Mana-Pradhaana,,auto,
mánasatattva,1,maanasatattva,,auto,
mánavamrtavallarii,1,maanavamrtavallarii,,auto,
Mánavas,1,Maanavas,,auto,
Mánavatávád,1,Maanavataavaad,,auto,
Mánavik,1,Maanavik,,auto,
Mánbhum,1,Maanbhum,,auto,
Mańd́al's,1,Mańdal's,,auto,
Mańd́ala,1,Mańdala,,auto,
Mańd́alákáram,1,Mańdalaakaaram,,auto,
mańd́alákáraḿ,1,mańdalaakaaram,,auto,
Mangalacańd́ii,1,Mangalachańdii,,auto,
Mańikganj,1,Mańikganj,,auto,
mańipadhme,1,mańipadhme,,auto,
mantrádhipati,1,mantraadhipati,,auto,
mantramúlaḿ,1,mantramoolam,,auto,
manuś,1,manush,,auto,
Manuś,1,Manush,,auto,
MÁNUŚA,1,MaaNUŚA,,auto,
Manusaḿhita,1,Manusamhita,,auto,
Maodgalyáyan,1,Maodgalyaayan,,auto,
mápa,1,maapa,,auto,
mará,1,maraa,,auto,
Mára,1,Maara,,auto,
márámári,1,maaraamaari,,auto,
Marańamiti,1,Marańamiti,,auto,
Márápháŕii,1,Maaraaphaaŕii,,auto,
Máraváŕii,1,Maaravaaŕii,,auto,
máraya,1,maaraya,,auto,
Máraya,1,Maaraya,,auto,
márgaḿ,1,maargam,,auto,
Márgashiirśa,1,Maargashiirsha,,auto,
Maŕiici,1,Maŕiichi,,auto,
máritaḿ,1,maaritam,,auto,
marttamán,1,marttamaan,,auto,
Maryáda,1,Maryaada,,auto,
maryádá,1,maryaadaa,,auto,
máś,1,maash,,auto,
mashán,1,mashaan,,auto,
Mashánjoŕ,1,Mashaanjoŕ,,auto,
mási-má,1,maasi-maa,,auto,
másimá,1,maasimaa,,auto,
MASINÁ,1,MASINaa,,auto,
Máskalái,1,Maaskalaai,,auto,
MÁSKALÁI,1,MaaSKALaaI,,auto,
másma,1,maasma,,auto,
MASÚR,1,MASooR,,auto,
mát,1,maat,,auto,
Mátádiin,1,Maataadiin,,auto,
mat́arshunt́i,1,matarshunti,,auto,
Mataváda,1,Matavaada,,auto,
Máthábhauṋgá,1,Maathaabhauṋgaa,,auto,
Máthábháuṋgá,1,Maathaabhaauṋgaa,,auto,
Máthur,1,Maathur,,auto,
mat́i,1,mati,,auto,
mát́ii,1,maatii,,auto,
Matimána,1,Matimaana,,auto,
mátrrúpá,1,maatrroopaa,,auto,
matsyásana,1,matsyaasana,,auto,
Mayámetaḿ,1,Mayaametam,,auto,
máyámetám,1,maayaametaam,,auto,
Mayárakśii,1,Mayaarakshaii,,auto,
mayat́,1,mayat,,auto,
MÁYÁVÁDA,1,MaaYaaVaaDA,,auto,
máye,1,maaye,,auto,
Mayurákśii,1,Mayuraakshaii,,auto,
medám,1,medaam,,auto,
meghamallár,1,meghamallaar,,auto,
meghánanda,1,meghaananda,,auto,
Meghásthinis,1,Meghaasthinis,,auto,
Melánpur,1,Melaanpur,,auto,
Menaká,1,Menakaa,,auto,
MEOYÁ,1,MEOYaa,,auto,
Meśras,1,Meshras,,auto,
Migadába,1,Migadaaba,,auto,
Miiná,1,Miinaa,,auto,
Miiná's,1,Miinaa's,,auto,
milegá,1,milegaa,,auto,
Mirkássim,1,Mirkaassim,,auto,
mishkálo,1,mishkaalo,,auto,
MIŚT́I,1,MIŚTI,,auto,
MITHYÁ,1,MITHYaa,,auto,
Mogalbágán,1,Mogalbaagaan,,auto,
Moghulpurá,1,Moghulpuraa,,auto,
Mohánáma,1,Mohaanaama,,auto,
Mohanbágán,1,Mohanbaagaan,,auto,
mohanidrám,1,mohanidraam,,auto,
mohará,1,moharaa,,auto,
mokaddamá,1,mokaddamaa,,auto,
Mokáma,1,Mokaama,,auto,
Mokśakárańasamagryaḿ,1,Mokshaakaarańasamagryam,,auto,
Mokśamápnuyát,1,Mokshaamaapnuyaat,,auto,
morabbá,1,morabbaa,,auto,
Moráḿ,1,Moraam,,auto,
Mrcchiládhátudárv,1,Mrcchilaadhaatudaarv,,auto,
mrgashirá,1,mrgashiraa,,auto,
mrgayá,1,mrgayaa,,auto,
Mrtyuŕdhávati,1,Mrtyuŕdhaavati,,auto,
muhalláme,1,muhallaame,,auto,
mujáhid,1,mujaahid,,auto,
mujáhids,1,mujaahids,,auto,
mukadmá,1,mukadmaa,,auto,
mukhágnikriyá,1,mukhaagnikriyaa,,auto,
Mukhopádhyaya,1,Mukhopaadhyaya,,auto,
mukhośa,1,mukhosha,,auto,
Muktágáchá,1,Muktaagaachaa,,auto,
mukti-snán,1,mukti-snaan,,auto,
Múlya,1,Moolya,,auto,
Mumbábai,1,Mumbaabai,,auto,
mumbái,1,mumbaai,,auto,
muḿg,1,mumg,,auto,
Muńd́a,1,Muńda,,auto,
munirdugdhabálakah,1,munirdugdhabaalakah,,auto,
munirdughdabálakah,1,munirdughdabaalakah,,auto,
Munsiigaiṋja,1,Munsiigaiṋja,,auto,
múrkhopadeshena,1,moorkhopadeshena,,auto,
Múrshidá,1,Moorshidaa,,auto,
múrtipujá,1,moortipujaa,,auto,
MUTHÁ,1,MUTHaa,,auto,
mútratyága,1,mootratyaaga,,auto,
myáshánjor,1,myaashaanjor,,auto,
ná-ná,1,naa-naa,,auto,
nábá,1,naabaa,,auto,
Nábálak,1,Naabaalak,,auto,
nábhi,1,naabhi,,auto,
NÁDA,1,NaaDA,,auto,
Nádanghát́,1,Naadanghaat,,auto,
NÁD́II,1,NaaDII,,auto,
nadii-t́adi,1,nadii-tadi,,auto,
nad́iis,1,nadiis,,auto,
Nadiiyá,1,Nadiiyaa,,auto,
naehát́i,1,naehaati,,auto,
NÁGA,1,NaaGA,,auto,
Nágaballarii,1,Naagaballarii,,auto,
nágarbel,1,naagarbel,,auto,
nágarbilli,1,naagarbilli,,auto,
nágdona,1,naagdona,,auto,
NÁGDONÁ,1,NaaGDONaa,,auto,
NÁGESHVARA,1,NaaGESHVARA,,auto,
nágvallarii,1,naagvallarii,,auto,
Náhi,1,Naahi,,auto,
Nai-sarái,1,Nai-saraai,,auto,
najarulislám,1,najarulislaam,,auto,
nákashcana,1,naakashchana,,auto,
nakśatra,1,nakshaatra,,auto,
Nákshálbáŕii,1,Naakshaaalbaaŕii,,auto,
naktraḿ,1,naktram,,auto,
nálá,1,naalaa,,auto,
nalahát́i,1,nalahaati,,auto,
nalahat́t́ika,1,nalahattika,,auto,
Nálanda,1,Naalanda,,auto,
Nalhát́i,1,Nalhaati,,auto,
NÁLITÁ,1,NaaLITaa,,auto,
Nálitábáŕi,1,Naalitaabaaŕi,,auto,
nalkhágŕá,1,nalkhaagŕaa,,auto,
NÁLTE,1,NaaLTE,,auto,
Namashúdra,1,Namashoodra,,auto,
NAMASKÁR,1,NAMASKaaR,,auto,
namedVáńaviddha,1,namedVaańaviddha,,auto,
námii,1,naamii,,auto,
namranetrapáte,1,namranetrapaate,,auto,
námrtasyáḿ,1,naamrtasyaam,,auto,
nandá,1,nandaa,,auto,
Nandanaghát́,1,Nandanaghaat,,auto,
naová,1,naovaa,,auto,
nápit,1,naapit,,auto,
nápita,1,naapita,,auto,
Naptá,1,Naptaa,,auto,
nápte,1,naapte,,auto,
nár,1,naar,,auto,
Nára-da,1,Naara-da,,auto,
Naraliilá,1,Naraliilaa,,auto,
náráungi,1,naaraaungi,,auto,
naráya,1,naraaya,,auto,
Naráyana,1,Naraayana,,auto,
Náráyańgaiṋja,1,Naaraayańgaiṋja,,auto,
Náráyanii,1,Naaraayanii,,auto,
Naráyánii-Gańd́aka,1,Naraayaanii-Gańdaka,,auto,
náreńa,1,naareńa,,auto,
Naŕiyá,1,Naŕiyaa,,auto,
Nárkold́áuṋgá,1,Naarkoldaauṋgaa,,auto,
Náŕus,1,Naaŕus,,auto,
násh,1,naash,,auto,
Násirábád,1,Naasiraabaad,,auto,
nástánábud,1,naastaanaabud,,auto,
Nat́e,1,Nate,,auto,
NAT́E,1,NATE,,auto,
Náth,1,Naath,,auto,
NÁTHA,1,NaaTHA,,auto,
náti,1,naati,,auto,
Nát́or,1,Naator,,auto,
Nauṋgala,1,Nauṋgala,,auto,
navahat́t́ika,1,navahattika,,auto,
navká,1,navkaa,,auto,
Navyamánavatáváde,1,Navyamaanavataavaade,,auto,
Nayá-related,1,Nayaa-related,,auto,
náyaka,1,naayaka,,auto,
náyakas,1,naayakas,,auto,
náyás,1,naayaas,,auto,
Nayávasán,1,Nayaavasaan,,auto,
nayká,1,naykaa,,auto,
Náyyár,1,Naayyaar,,auto,
neŕá,1,neŕaa,,auto,
ni-khágii,1,ni-khaagii,,auto,
Nidrátyága,1,Nidraatyaaga,,auto,
niihára,1,niihaara,,auto,
niiháraka,1,niihaaraka,,auto,
NIITIVÁDA,1,NIITIVaaDA,,auto,
Nikáriir,1,Nikaariir,,auto,
Nikat́a,1,Nikata,,auto,
nillá,1,nillaa,,auto,
nimbá,1,nimbaa,,auto,
Nimtalá,1,Nimtalaa,,auto,
nipuńa,1,nipuńa,,auto,
nirábhása,1,niraabhaasa,,auto,
Nirábhásam,1,Niraabhaasam,,auto,
Niraiṋjanam,1,Niraiṋjanam,,auto,
Nirákáram,1,Niraakaaram,,auto,
nirálamba,1,niraalamba,,auto,
Nirapekśa,1,Nirapekshaa,,auto,
nirghośa,1,nirghosha,,auto,
Nirguńashca,1,Nirguńashca,,auto,
NIRVÁŃA,1,NIRVaaŃA,,auto,
niśedhas,1,nishedhas,,auto,
nishcayatá,1,nishchayataa,,auto,
Nishcintá,1,Nishchintaa,,auto,
nishcitatá,1,nishchitataa,,auto,
niśkalatva,1,nishkalatva,,auto,
niśt́a,1,nishta,,auto,
nit́hur,1,nithur,,auto,
Nityabháva,1,Nityabhaava,,auto,
nityamádyantashúnyam,1,nityamaadyantashoonyam,,auto,
nityasamása,1,nityasamaasa,,auto,
Nityopalabdhisvarúp,1,Nityopalabdhisvaroop,,auto,
nivárańa,1,nivaarańa,,auto,
nivása,1,nivaasa,,auto,
nivedayámi,1,nivedayaami,,auto,
Nivedayámicátmanam,1,Nivedayaamichaatmanam,,auto,
niyantrakáh,1,niyantrakaah,,auto,
non-Tántrikas,1,non-Taantrikas,,auto,
not-drśt́a,1,not-drshta,,auto,
nrpáládbhay,1,nrpaalaadbhay,,auto,
nrsiḿha,1,nrsimha,,auto,
NUNESHÁK,1,NUNESHaaK,,auto,
núneshák,1,nooneshaak,,auto,
Núr,1,Noor,,auto,
Núrsarái,1,Noorsaraai,,auto,
nut́i,1,nuti,,auto,
nuyá,1,nuyaa,,auto,
Nyákŕá,1,Nyaakŕaa,,auto,
Nyátá,1,Nyaataa,,auto,
nyáyikas,1,nyaayikas,,auto,
Occidento-Demi-Mágadhii,1,Occhidento-Demi-Maagadhii,,auto,
okálati,1,okaalati,,auto,
Olácandi,1,Olaachandi,,auto,
onár,1,onaar,,auto,
OṊḾ,1,omḾ,,auto,
Orán's,1,Oraan's,,auto,
Oráon,1,Oraaon,,auto,
Ośadhi,1,Oshadhi,,auto,
Ośt́ha,1,Oshtha,,auto,
Ounkár,1,Ounkaar,,auto,
Ounkárabhat́t́a,1,Ounkaarabhatta,,auto,
paampośp,1,paamposhp,,auto,
pác,1,paac,,auto,
Pacái,1,Pachaai,,auto,
pád́ali,1,paadali,,auto,
pádamekaḿ,1,paadamekam,,auto,
padampośp,1,padamposhp,,auto,
pádape,1,paadape,,auto,
padávalii,1,padaavalii,,auto,
padmapuśpa,1,padmapushpa,,auto,
Pádo,1,Paado,,auto,
páegá,1,paaegaa,,auto,
paeshác,1,paeshaac,,auto,
páháŕa,1,paahaaŕa,,auto,
páhárádár,1,paahaaraadaar,,auto,
Páhaŕi,1,Paahaŕi,,auto,
Páháŕiyá,1,Paahaaŕiyaa,,auto,
páiin,1,paaiin,,auto,
paiṋ,1,paiṋ,,auto,
Páinc-Parganiya,1,Paainc-Parganiya,,auto,
PAIṊCA,1,PAIṊCA,,auto,
páiṋca,1,paaiṋcha,,auto,
PAIṊCABHÚTAS,1,PAIṊCABHooTAS,,auto,
Paiṋcabuddha-shakti,1,Paiṋchabuddha-shakti,,auto,
Paiṋcadrávid́ii,1,Paiṋchadraavidii,,auto,
Paiṋcagaod́ii,1,Paiṋchagaodii,,auto,
Paiṋcagrámii,1,Paiṋchagraamii,,auto,
paiṋcakośaḿ,1,paiṋchakosham,,auto,
Paiṋcama,1,Paiṋchama,,auto,
Paiṋcanada,1,Paiṋchanada,,auto,
Paiṋcánantalá,1,Paiṋchaanantalaa,,auto,
paiṋcaphut́áni,1,paiṋchaphutaani,,auto,
paiṋcasphot́ana,1,paiṋchasphotana,,auto,
páiṋjá,1,paaiṋjaa,,auto,
páirabo,1,paairabo,,auto,
Pákuŕ,1,Paakuŕ,,auto,
pálak,1,paalak,,auto,
pálakii,1,paalakii,,auto,
Pálaḿ,1,Paalam,,auto,
Pálámu-e,1,Paalaamu-e,,auto,
Pálámute,1,Paalaamute,,auto,
PALÁSH,1,PALaaSH,,auto,
Paláu,1,Palaau,,auto,
palitá,1,palitaa,,auto,
Palliigrám,1,Palliigraam,,auto,
Palliigráma,1,Palliigraama,,auto,
PALTÁ,1,PALTaa,,auto,
pampoś,1,pamposh,,auto,
PÁN,1,PaaN,,auto,
Páncálii,1,Paanchaalii,,auto,
páncphoŕan,1,paancphoŕan,,auto,
Páńd́avavarjita,1,Paańdavavarjita,,auto,
Pańd́it,1,Pańdit,,auto,
pániisá,1,paaniisaa,,auto,
pánjá,1,paanjaa,,auto,
pánká,1,paankaa,,auto,
Pánŕe,1,Paanŕe,,auto,
pánŕi,1,paanŕi,,auto,
pánse,1,paanse,,auto,
páonádár,1,paaonaadaar,,auto,
PAORÁŃIK,1,PAORaaŃIK,,auto,
Pápá,1,Paapaa,,auto,
pápad,1,paapad,,auto,
pápah,1,paapah,,auto,
Pápakśayaḿ,1,Paapakshaayam,,auto,
pápánityarthe,1,paapaanityarthe,,auto,
pápánna,1,paapaanna,,auto,
pápavinirmukta,1,paapavinirmukta,,auto,
Páper,1,Paaper,,auto,
pápire,1,paapire,,auto,
pápires,1,paapires,,auto,
PARÁ,1,PARaa,,auto,
paŕá,1,paŕaa,,auto,
Páŕá,1,Paaŕaa,,auto,
páráa,1,paaraaa,,auto,
PARÁBHAKTI,1,PARaaBHAKTI,,auto,
Páŕágán,1,Paaŕaagaan,,auto,
parahastagataḿ,1,parahastagatam,,auto,
páraichiye,1,paaraichiye,,auto,
páralaokik,1,paaralaokik,,auto,
páŕali,1,paaŕali,,auto,
Paramahaḿsa,1,Paramahamsa,,auto,
Paramánanda,1,Paramaananda,,auto,
parámáńika,1,paraamaańika,,auto,
parámarsha,1,paraamarsha,,auto,
PARAMÁRTHA,1,PARAMaaRTHA,,auto,
Paramasvarúpa,1,Paramasvaroopa,,auto,
Paramat́man,1,Paramatman,,auto,
Paránandá,1,Paraanandaa,,auto,
parańe,1,parańe,,auto,
parápara,1,paraapara,,auto,
Parápara,1,Paraapara,,auto,
PARÁSHAKTI,1,PARaaSHAKTI,,auto,
Parásharasmrti,1,Paraasharasmrti,,auto,
parashu-mrga-barábhiitihast,1,parashu-mrga-baraabhiitihast,,auto,
parashu-mrga-barábhiitihastam,1,parashu-mrga-baraabhiitihastam,,auto,
PARATHÁ,1,PARATHaa,,auto,
páratrika,1,paaratrika,,auto,
Parávare,1,Paraavare,,auto,
párávata,1,paaraavata,,auto,
Párávata,1,Paaraavata,,auto,
Párávate,1,Paaraavate,,auto,
páŕáy,1,paaŕaay,,auto,
párba,1,paarba,,auto,
párbek,1,paarbek,,auto,
párbuni,1,paarbuni,,auto,
Pareshánanda,1,Pareshaananda,,auto,
pargat́ati,1,pargatati,,auto,
párima,1,paarima,,auto,
PARINIRVÁŃA,1,PARINIRVaaŃA,,auto,
Parkat́iipur,1,Parkatiipur,,auto,
Parmátmá's,1,Parmaatmaa's,,auto,
parńashálá,1,parńashaalaa,,auto,
PAROKŚA,1,PAROkshaA,,auto,
parot́á,1,parotaa,,auto,
pársán,1,paarsaan,,auto,
Párthakya,1,Paarthakya,,auto,
Párthasarathi,1,Paarthasarathi,,auto,
párul,1,paarul,,auto,
Parvatamálá,1,Parvatamaalaa,,auto,
páschattya,1,paaschattya,,auto,
paschimottánásana,1,paschimottaanaasana,,auto,
PÁSHA,1,PaaSHA,,auto,
pásháḿkusha-sharacápa,1,paashaamkusha-sharachaapa,,auto,
páshamukta,1,paashamukta,,auto,
páshasamuktah,1,paashasamuktah,,auto,
Pashatyacakśuh,1,Pashatyachakshauh,,auto,
pashcádutthitah,1,pashchaadutthitah,,auto,
Pashchimá,1,Pashchimaa,,auto,
páshmukta,1,paashmukta,,auto,
páshu,1,paashu,,auto,
Páshupata,1,Paashupata,,auto,
pasiindá,1,pasiindaa,,auto,
PÁT́,1,PaaT,,auto,
Pataiṋjali's,1,Pataiṋjali's,,auto,
pat́al,1,patal,,auto,
pát́ali,1,paatali,,auto,
pát́aliputra,1,paataliputra,,auto,
pát́aráńii,1,paataraańii,,auto,
pat́há,1,pathaa,,auto,
pat́hana,1,pathana,,auto,
pát́hana,1,paathana,,auto,
páthár,1,paathaar,,auto,
PÁTHARKUCI,1,PaaTHARKUCI,,auto,
páti,1,paati,,auto,
pát́isápt́ás,1,paatisaaptaas,,auto,
Patná,1,Patnaa,,auto,
Pat́ńá,1,Patńaa,,auto,
Pat́ná-e,1,Patnaa-e,,auto,
Pat́náy,1,Patnaay,,auto,
PAT́OL,1,PATOL,,auto,
pátramúrvii,1,paatramoorvii,,auto,
pat́t́anáyaka,1,pattanaayaka,,auto,
pat́t́aráńii,1,pattaraańii,,auto,
Pat́uyá,1,Patuyaa,,auto,
Pat́uyápáŕá,1,Patuyaapaaŕaa,,auto,
páyá,1,paayaa,,auto,
páyra,1,paayra,,auto,
páyrá,1,paayraa,,auto,
páyŕa,1,paayŕa,,auto,
páyruyá,1,paayruyaa,,auto,
peiṋcá,1,peiṋchaa,,auto,
PEṊPE,1,PEṊPE,,auto,
pep-ár,1,pep-aar,,auto,
pepár,1,pepaar,,auto,
pesh-áb,1,pesh-aab,,auto,
pesháb,1,peshaab,,auto,
peshkár,1,peshkaar,,auto,
pestá,1,pestaa,,auto,
Pestá,1,Pestaa,,auto,
PEYÁRÁ,1,PEYaaRaa,,auto,
Pháguya,1,Phaaguya,,auto,
phajalur-rahamán,1,phajalur-rahamaan,,auto,
Phájul,1,Phaajul,,auto,
Phálgun,1,Phaalgun,,auto,
Phaliśyatitii,1,Phalishyatitii,,auto,
phalsaphá,1,phalsaphaa,,auto,
phánda,1,phaanda,,auto,
phánká,1,phaankaa,,auto,
phaojdár,1,phaojdaar,,auto,
phár,1,phaar,,auto,
phaŕa,1,phaŕa,,auto,
pháras,1,phaaras,,auto,
pharsá,1,pharsaa,,auto,
phoŕan,1,phoŕan,,auto,
phot́á,1,photaa,,auto,
phut́eche,1,phuteche,,auto,
piitavarńá,1,piitavarńaa,,auto,
pinŕe,1,pinŕe,,auto,
pinŕi,1,pinŕi,,auto,
